ID number,Source Plate&Well,384-Barcode,384-Well,384-Barcode&Well,Chemical name,Formula,MolWt,CAS number
M 3184,10E06,SL-000-1251,I12,SL-000-1251I12,MG 624,,437.36781,
M 3935,10E07,SL-000-1251,I14,SL-000-1251I14,Meloxicam sodium,,373.38724,
M 5154,10E08,SL-000-1251,I16,SL-000-1251I16,Moxisylyte hydrochloride,,315.84352,
M 5560,10E09,SL-000-1251,I18,SL-000-1251I18,(S)-MAP4 hydrochloride,,232.60228,
M 6524,10E10,SL-000-1251,I20,SL-000-1251I20,Methoxamine hydrochloride,,247.72401,
M 7277,10E11,SL-000-1251,I22,SL-000-1251I22,"(±)-3-(3,4-dihydroxyphenyl)-2-methyl-DL-alanine",,211.21941,
L-121,10F02,SL-000-1251,K04,SL-000-1251K04,Levallorphan tartrate,,433.50602,
M 0814,10F03,SL-000-1251,K06,SL-000-1251K06,R(-)-Me5,,335.23079,
B 1686,10F04,SL-000-1251,K08,SL-000-1251K08,BIO,,356.181,
M 2692,10F05,SL-000-1251,K10,SL-000-1251K10,MK-886,,494.07636,
M 3262,10F06,SL-000-1251,K12,SL-000-1251K12,N-Methyl-D-aspartic acid,,147.13178,
M 4008,10F07,SL-000-1251,K14,SL-000-1251K14,Morin,,302.24275,
M 5171,10F08,SL-000-1251,K16,SL-000-1251K16,S-Methyl-L-thiocitrulline acetate,,265.33348,
M 5644,10F09,SL-000-1251,K18,SL-000-1251K18,(±)-Methoxyverapamil hydrochloride,,521.10237,
M 6545,10F10,SL-000-1251,K20,SL-000-1251K20,Mitoxantrone,,517.4136,
M 7684,10F11,SL-000-1251,K22,SL-000-1251K22,MRS 2159,,461.21342,
A 2355,10G02,SL-000-1251,M04,SL-000-1251M04,AFMK,,264.28347,
M 1022,10G03,SL-000-1251,M06,SL-000-1251M06,Dihydrocapsaicin,,307.43673,
M 1809,10G04,SL-000-1251,M08,SL-000-1251M08,MRS 1523,,399.55648,
M 2727,10G05,SL-000-1251,M10,SL-000-1251M10,Mexiletene hydrochloride,,215.72521,
M 3281,10G06,SL-000-1251,M12,SL-000-1251M12,alpha-Methyl-DL-tyrosine methyl ester hydrochloride,,245.70807,
M 4145,10G07,SL-000-1251,M14,SL-000-1251M14,Minoxidil,,209.2528,
M 5250,10G08,SL-000-1251,M16,SL-000-1251M16,Melatonin,,232.28467,
M 5685,10G09,SL-000-1251,M18,SL-000-1251M18,Metrazoline oxalate,,276.29462,
M 6628,10G10,SL-000-1251,M20,SL-000-1251M20,O-Methylserotonin hydrochloride,,226.708,
G 5793,10G11,SL-000-1251,M22,SL-000-1251M22,GR 127935 hydrochloride hydrate,,534.06309,
L-131,10H02,SL-000-1251,O04,SL-000-1251O04,"L-745,870 hydrochloride",,363.2929,
M 1275,10H03,SL-000-1251,O06,SL-000-1251O06,(-)-Naproxen sodium,,252.24771,
M 2011,10H04,SL-000-1251,O08,SL-000-1251O08,Melphalan,,305.20661,
M 2776,10H05,SL-000-1251,O10,SL-000-1251O10,Methylergonovine maleate,,455.51523,
M 7319,10H06,SL-000-1251,O12,SL-000-1251O12,ML 10302,,312.79922,
R 8404,10H07,SL-000-1251,O14,SL-000-1251O14,Rufinamide,,238.19826,
M 5379,10H08,SL-000-1251,O16,SL-000-1251O16,L-Methionine sulfoximine,,180.22699,
M 6191,10H09,SL-000-1251,O18,SL-000-1251O18,GW9662,,276.68128,
M 6680,10H10,SL-000-1251,O20,SL-000-1251O20,Se-(methyl)selenocysteine hydrochloride,,218.5428,
D 8941,10H11,SL-000-1251,O22,SL-000-1251O22,"2,6-Difluoro-4-[2-(phenylsulfonylamino)ethylthio]phenoxyacetamide",,402.44172,
M 8046,11A02,SL-000-1251,B03,SL-000-1251B03,Mifepristone,,429.6078,
M 9511,11A03,SL-000-1251,B05,SL-000-1251B05,Minocycline hydrochloride,,492.96093,
M-108,11A04,SL-000-1251,B07,SL-000-1251B07,(-)-MK-801 hydrogen maleate,,337.37873,
M-149,11A05,SL-000-1251,B09,SL-000-1251B09,Methiothepin mesylate,,452.66091,
M-216,11A06,SL-000-1251,B11,SL-000-1251B11,"MDL 105,519",,376.19867,
N 1771,11A07,SL-000-1251,B13,SL-000-1251B13,nor-Binaltorphimine dihydrochloride,,734.72715,
N 4034,11A08,SL-000-1251,B15,SL-000-1251B15,NCS-356,,234.61626,
N 5260,11A09,SL-000-1251,B17,SL-000-1251B17,(-)-Nicotine hydrogen tartrate salt,,462.41412,
N 7510,11A10,SL-000-1251,B19,SL-000-1251B19,Nicardipine hydrochloride,,515.9985,
N 8652,11A11,SL-000-1251,B21,SL-000-1251B21,NF 023,,1162.88665,
M 8131,11B02,SL-000-1251,D03,SL-000-1251D03,L-alpha-Methyl-p-tyrosine,,195.22001,
M 9651,11B03,SL-000-1251,D05,SL-000-1251D05,Maprotiline hydrochloride,,313.87398,
M-109,11B04,SL-000-1251,D07,SL-000-1251D07,2-Methyl-5-hydroxytryptamine maleate,,306.32111,
N4163,11B05,SL-000-1251,D09,SL-000-1251D09,Nemadipine-A,,419.35161,
M-225,11B06,SL-000-1251,D11,SL-000-1251D11,Metrifudil,,371.39917,
N2001,11B07,SL-000-1251,D13,SL-000-1251D13,Neostigmine bromide,,303.20143,
N 4148,11B08,SL-000-1251,D15,SL-000-1251D15,S-Nitrosoglutathione,,336.32562,
N 5501,11B09,SL-000-1251,D17,SL-000-1251D17,NG-Nitro-L-arginine,,219.20161,
N 7634,11B10,SL-000-1251,D19,SL-000-1251D19,Nifedipine,,346.34281,
N 8659,11B11,SL-000-1251,D21,SL-000-1251D21,Nimustine hydrochloride,,272.69596,
S 1068,11C02,SL-000-1251,F03,SL-000-1251F03,SB-215505,,337.81187,
M 9656,11C03,SL-000-1251,F05,SL-000-1251F05,H-8 dihydrochloride,,338.25819,
M-110,11C04,SL-000-1251,F07,SL-000-1251F07,alpha-Methyl-5-hydroxytryptamine maleate,,306.32111,
M3071,11C05,SL-000-1251,F09,SL-000-1251F09,Moclobemide,,268.74564,
M-226,11C06,SL-000-1251,F11,SL-000-1251F11,p-MPPF dihydrochloride,,507.43988,
N 2034,11C07,SL-000-1251,F13,SL-000-1251F13,CR 2249,,256.34783,
N 4159,11C08,SL-000-1251,F15,SL-000-1251F15,NCS-382,,242.2525,
N 5504,11C09,SL-000-1251,F17,SL-000-1251F17,Naphazoline hydrochloride,,246.74205,
N 7758,11C10,SL-000-1251,F19,SL-000-1251F19,Naloxone hydrochloride,,363.84449,
N 8784,11C11,SL-000-1251,F21,SL-000-1251F21,Norcantharidin,,168.15056,
M 8878,11D02,SL-000-1251,H03,SL-000-1251H03,1-Methylimidazole,,82.10582,
M-001,11D03,SL-000-1251,H05,SL-000-1251H05,Proglumide,,334.41892,
M-116,11D04,SL-000-1251,H07,SL-000-1251H07,Metolazone,,365.84122,
M-166,11D05,SL-000-1251,H09,SL-000-1251H09,"MDL 26,630 trihydrochloride",,280.67073,
L8668,11D06,SL-000-1251,H11,SL-000-1251H11,Levetiracetam,,170.21298,
N 2255,11D07,SL-000-1251,H13,SL-000-1251H13,S-(4-Nitrobenzyl)-6-thioinosine,,419.41894,
N 4382,11D08,SL-000-1251,H15,SL-000-1251H15,Nalidixic acid sodium,,254.22287,
N 5636,11D09,SL-000-1251,H17,SL-000-1251H17,3-Nitropropionic acid,,119.0776,
N 7778,11D10,SL-000-1251,H19,SL-000-1251H19,7-Nitroindazole,,163.1368,
N 9007,11D11,SL-000-1251,H21,SL-000-1251H21,Noscapine hydrchloride,,449.89208,
M 9020,11E02,SL-000-1251,J03,SL-000-1251J03,Mecamylamine hydrochloride,,203.75769,
F 0430,11E03,SL-000-1251,J05,SL-000-1251J05,Fenobam,,266.68892,
D 0943,11E04,SL-000-1251,J07,SL-000-1251J07,DFB,,244.246,
Z 4626,11E05,SL-000-1251,J09,SL-000-1251J09,ZM 39923 hydrochloride,,367.92277,
N 0630,11E06,SL-000-1251,J11,SL-000-1251J11,Niflumic acid,,282.22408,
N 3136,11E07,SL-000-1251,J13,SL-000-1251J13,Naltrexone hydrochloride,,377.87158,
G8761,11E08,SL-000-1251,J15,SL-000-1251J15,Gossypol,,518.5688,
N 5751,11E09,SL-000-1251,J17,SL-000-1251J17,NG-Nitro-L-arginine methyl ester hydrochloride,,269.68967,
N 7904,11E10,SL-000-1251,J19,SL-000-1251J19,NS 521 oxalate,,363.41705,
N 9765,11E11,SL-000-1251,J21,SL-000-1251J21,(+)-Nicotine (+)-di-p-toluoyl tartrate,,548.59814,
M 9125,11F02,SL-000-1251,L03,SL-000-1251L03,Methapyrilene hydrochloride,,297.8526,
M-104,11F03,SL-000-1251,L05,SL-000-1251L05,(±)-Muscarine chloride,,209.71825,
M-129,11F04,SL-000-1251,L07,SL-000-1251L07,L-alpha-Methyl DOPA,,211.21941,
M-184,11F05,SL-000-1251,L09,SL-000-1251L09,3-Morpholinosydnonimine hydrochloride,,206.63317,
N 1016,11F06,SL-000-1251,L11,SL-000-1251L11,Nimesulide,,308.31499,
N 3398,11F07,SL-000-1251,L13,SL-000-1251L13,S-Nitroso-N-acetylpenicillamine,,220.24869,
N 4779,11F08,SL-000-1251,L15,SL-000-1251L15,5-Nitro-2-(3-phenylpropylamino)benzoic acid,,300.31692,
N 7127,11F09,SL-000-1251,L17,SL-000-1251L17,(±)-Normetanephrine hydrochloride,,219.66983,
C3743,11F10,SL-000-1251,L19,SL-000-1251L19,CI-976,,393.57158,
N-115,11F11,SL-000-1251,L21,SL-000-1251L21,Naltrindole hydrochloride,,450.96969,
M 9292,11G02,SL-000-1251,N03,SL-000-1251N03,Memantine hydrochloride,,215.76884,
M-105,11G03,SL-000-1251,N05,SL-000-1251N05,Methoctramine tetrahydrochloride,,728.76502,
M-137,11G04,SL-000-1251,N07,SL-000-1251N07,Methysergide maleate,,469.54232,
M-187,11G05,SL-000-1251,N09,SL-000-1251N09,3-Methoxy-morphanin hydrochloride,,293.83993,
N 1392,11G06,SL-000-1251,N11,SL-000-1251N11,Nialamide,,298.34746,
N 3510,11G07,SL-000-1251,N13,SL-000-1251N13,Niclosamide,,327.12571,
A6605,11G08,SL-000-1251,N15,SL-000-1251N15,AMN082,,465.4707,
N 7261,11G09,SL-000-1251,N17,SL-000-1251N17,Nortriptyline hydrochloride,,299.84689,
N 8403,11G10,SL-000-1251,N19,SL-000-1251N19,"6-Nitroso-1,2-benzopyrone",,175.1451,
S 6319,11G11,SL-000-1251,N21,SL-000-1251N21,Sertraline hydrochloride,,342.69871,
M 9440,11H02,SL-000-1251,P03,SL-000-1251P03,"Me-3,4-dephostatin",,168.15341,
M-107,11H03,SL-000-1251,P05,SL-000-1251P05,(+)-MK-801 hydrogen maleate,,337.37873,
E5406,11H04,SL-000-1251,P07,SL-000-1251P07,Ethopropazine hydrochloride,,348.9415,
S 5321,11H05,SL-000-1251,P09,SL-000-1251P09,S15535,,336.43763,
N 1530,11H06,SL-000-1251,P11,SL-000-1251P11,Nomifensine maleate,,354.40934,
N 3529,11H07,SL-000-1251,P13,SL-000-1251P13,NAN-190 hydrobromide,,474.40191,
N 5023,11H08,SL-000-1251,P15,SL-000-1251P15,Nordihydroguaiaretic acid from Larrea divaricata (creosote bush),,302.37364,
N 7505,11H09,SL-000-1251,P17,SL-000-1251P17,NADPH tetrasodium,,833.35867,
N 8534,11H10,SL-000-1251,P19,SL-000-1251P19,Nilutamide,,317.2264,
N-142,11H11,SL-000-1251,P21,SL-000-1251P21,NO-711 hydrochloride,,386.88206,
N-144,12A02,SL-000-1251,B04,SL-000-1251B04,Nitrendipine,,360.3699,
N-165,12A03,SL-000-1251,B06,SL-000-1251B06,Naloxone benzoylhydrazone,,445.52279,
O 0886,12A04,SL-000-1251,B08,SL-000-1251B08,Olomoucine,,298.35031,
O 3752,12A05,SL-000-1251,B10,SL-000-1251B10,Orphenadrine hydrochloride,,305.85108,
O-111,12A06,SL-000-1251,B12,SL-000-1251B12,(±)-Octoclothepin maleate,,460.9837,
P 0878,12A07,SL-000-1251,B14,SL-000-1251B14,O-Phospho-L-serine,,185.07411,
P 1918,12A08,SL-000-1251,B16,SL-000-1251B16,Pancuronium bromide,,732.68745,
P 3520,12A09,SL-000-1251,B18,SL-000-1251B18,Pentolinium di[L(+)-tartrate],,538.59739,
P 4543,12A10,SL-000-1251,B20,SL-000-1251B20,Valproic acid sodium,,166.19735,
P 5514,12A11,SL-000-1251,B22,SL-000-1251B22,Pyrilamine maleate,,401.46644,
N-149,12B02,SL-000-1251,D04,SL-000-1251D04,Nimodipine,,418.45057,
N-170,12B03,SL-000-1251,D06,SL-000-1251D06,NS-1619,,362.23361,
O 1008,12B04,SL-000-1251,D08,SL-000-1251D08,Oleic Acid,,282.47048,
T 5575,12B05,SL-000-1251,D10,SL-000-1251D10,TG003,,249.334,
P 0130,12B06,SL-000-1251,D12,SL-000-1251D12,Progesterone,,314.47205,
P 0884,12B07,SL-000-1251,D14,SL-000-1251D14,(±)-Propranolol hydrochloride,,295.81224,
P 2016,12B08,SL-000-1251,D16,SL-000-1251D16,"3-alpha,21-Dihydroxy-5-alpha-pregnan-20-one",,334.50333,
P 4015,12B09,SL-000-1251,D18,SL-000-1251D18,1-Phenyl-3-(2-thiazolyl)-2-thiourea,,235.33133,
P 4651,12B10,SL-000-1251,D20,SL-000-1251D20,Promethazine hydrochloride,,320.88732,
P 5654,12B11,SL-000-1251,D22,SL-000-1251D22,Piroxicam,,331.35256,
N-151,12C02,SL-000-1251,F04,SL-000-1251F04,Nisoxetine hydrochloride,,307.82339,
N-176,12C03,SL-000-1251,F06,SL-000-1251F06,Naloxonazine dihydrochloride,,723.70358,
O 2378,12C04,SL-000-1251,F08,SL-000-1251F08,Oxymetazoline hydrochloride,,296.84345,
O 8757,12C05,SL-000-1251,F10,SL-000-1251F10,Ofloxacin,,361.3762,
P 0359,12C06,SL-000-1251,F12,SL-000-1251F12,Palmitoylethanolamide,,299.50109,
P 1061,12C07,SL-000-1251,F14,SL-000-1251F14,SKF-525A hydrochloride,,389.96999,
P 2116,12C08,SL-000-1251,F16,SL-000-1251F16,Pirfenidone,,185.22757,
T 9567,12C09,SL-000-1251,F18,SL-000-1251F18,Thiolactomycin,,210.29703,
P 4668,12C10,SL-000-1251,F20,SL-000-1251F20,Praziquantel,,312.41533,
P 5679,12C11,SL-000-1251,F22,SL-000-1251F22,3-n-Propylxanthine,,194.1945,
N-153,12D02,SL-000-1251,H04,SL-000-1251H04,Nylidrin hydrochloride,,335.87757,
N-183,12D03,SL-000-1251,H06,SL-000-1251H06,NBQX disodium,,380.24842,
O 2751,12D04,SL-000-1251,H08,SL-000-1251H08,Sodium Oxamate,,111.03294,
O 9126,12D05,SL-000-1251,H10,SL-000-1251H10,Oxotremorine sesquifumarate salt,,760.80236,
P 0453,12D06,SL-000-1251,H12,SL-000-1251H12,Piceatannol,,244.24934,
P 1675,12D07,SL-000-1251,H14,SL-000-1251H14,Picrotoxin,,602.59768,
P 2278,12D08,SL-000-1251,H16,SL-000-1251H16,"1,3-Dimethyl-8-phenylxanthine",,256.26619,
P 4394,12D09,SL-000-1251,H18,SL-000-1251H18,Cisplatin,,300.05722,
P 4670,12D10,SL-000-1251,H20,SL-000-1251H20,Propafenone hydrochloride,,377.91521,
P 6126,12D11,SL-000-1251,H22,SL-000-1251H22,Phenylephrine hydrochloride,,203.67043,
S 8061,12E02,SL-000-1251,J04,SL-000-1251J04,SB 242084 dihydrochloride hydrate,,467.78612,
N-211,12E03,SL-000-1251,J06,SL-000-1251J06,NS 2028,,269.0558,
O 2881,12E04,SL-000-1251,J08,SL-000-1251J08,Oxybutynin Chloride,,393.95824,
T1452,12E05,SL-000-1251,J10,SL-000-1251J10,Trandolapril,,430.54898,
P 0547,12E06,SL-000-1251,J12,SL-000-1251J12,Pentamidine isethionate,,592.69217,
L9793,12E07,SL-000-1251,J14,SL-000-1251J14,LP44,,488.14041,
P 2607,12E08,SL-000-1251,J16,SL-000-1251J16,PRE-084,,353.89291,
P 4405,12E09,SL-000-1251,J18,SL-000-1251J18,Podophyllotoxin,,414.41584,
P 5052,12E10,SL-000-1251,J20,SL-000-1251J20,"5alpha-Pregnan-3alpha-ol-11,20-dione",,332.48739,
P 6402,12E11,SL-000-1251,J22,SL-000-1251J22,Perphenazine,,403.97787,
N-156,12F02,SL-000-1251,L04,SL-000-1251L04,Naltriben methanesulfonate,,511.59868,
O 0250,12F03,SL-000-1251,L06,SL-000-1251L06,(±)-Octopamine hydrochloride,,189.64334,
O 3011,12F04,SL-000-1251,L08,SL-000-1251L08,Oxiracetam,,158.1582,
S 3442,12F05,SL-000-1251,L10,SL-000-1251L10,SB 216763,,371.22569,
T 0826,12F06,SL-000-1251,L12,SL-000-1251L12,TBB,,434.71097,
P 1784,12F07,SL-000-1251,L14,SL-000-1251L14,Pentoxifylline,,278.31341,
P 2738,12F08,SL-000-1251,L16,SL-000-1251L16,PPNDS tetrasodium,,694.36777,
S 1693,12F09,SL-000-1251,L18,SL-000-1251L18,SU 9516,,241.25152,
P6499,12F10,SL-000-1251,L20,SL-000-1251L20,PNU-282987,,301.21836,
P 6500,12F11,SL-000-1251,L22,SL-000-1251L22,Pentylenetetrazole,,138.1734,
N-158,12G02,SL-000-1251,N04,SL-000-1251N04,Naftopidil dihydrochloride,,465.4243,
O 0383,12G03,SL-000-1251,N06,SL-000-1251N06,N-Oleoylethanolamine,,325.53933,
O 3125,12G04,SL-000-1251,N08,SL-000-1251N08,Ouabain,,584.66683,
O 9637,12G05,SL-000-1251,N10,SL-000-1251N10,Oxaprozin,,293.32515,
P 0667,12G06,SL-000-1251,N12,SL-000-1251N12,Parthenolide,,248.32485,
P 1793,12G07,SL-000-1251,N14,SL-000-1251N14,Pimozide,,461.55963,
P 2742,12G08,SL-000-1251,N16,SL-000-1251N16,"PD 404,182",,217.29442,
P 4509,12G09,SL-000-1251,N18,SL-000-1251N18,Palmitoyl-DL-Carnitine chloride,,436.08037,
P 5295,12G10,SL-000-1251,N20,SL-000-1251N20,Piracetam,,142.1588,
P 6503,12G11,SL-000-1251,N22,SL-000-1251N22,(+)-Pilocarpine hydrochloride,,244.72334,
B 2185,12H02,SL-000-1251,P04,SL-000-1251P04,Bisoprolol hemifumarate salt,,766.97822,
O 0877,12H03,SL-000-1251,P06,SL-000-1251P06,Oxolinic acid,,261.23632,
O 3636,12H04,SL-000-1251,P08,SL-000-1251P08,ODQ,,187.1591,
O-100,12H05,SL-000-1251,P10,SL-000-1251P10,Oxotremorine methiodide,,322.19128,
P 0778,12H06,SL-000-1251,P12,SL-000-1251P12,Pindolol,,248.3277,
P 1801,12H07,SL-000-1251,P14,SL-000-1251P14,"L-Glutamic acid, N-phthaloyl-",,277.23572,
P 3510,12H08,SL-000-1251,P16,SL-000-1251P16,Papaverine hydrochloride,,375.85564,
P 4532,12H09,SL-000-1251,P18,SL-000-1251P18,R(-)-N6-(2-Phenylisopropyl)adenosine,,385.42626,
P 5396,12H10,SL-000-1251,P20,SL-000-1251P20,Phosphomycin disodium,,182.0243,
P 6628,12H11,SL-000-1251,P22,SL-000-1251P22,Pilocarpine nitrate,,271.27524,
P 6656,13A02,SL-000-1255,A03,SL-000-1255A03,Promazine hydrochloride,,320.88732,
P 7412,13A03,SL-000-1255,A05,SL-000-1255A05,Pirenzepine dihydrochloride,,424.33346,
A8356,13A04,SL-000-1255,A07,SL-000-1255A07,ARP 101,,406.50462,
P 8782,13A05,SL-000-1255,A09,SL-000-1255A09,"(±)-cis-Piperidine-2,3-dicarboxylic acid",,173.17002,
P 9233,13A06,SL-000-1255,A11,SL-000-1255A11,Piribedil maleate,,414.42154,
P 9879,13A07,SL-000-1255,A13,SL-000-1255A13,Procaine hydrochloride,,272.77752,
P-118,13A08,SL-000-1255,A15,SL-000-1255A15,Phaclofen,,249.63566,
P-162,13A09,SL-000-1255,A17,SL-000-1255A17,Pregnenolone sulfate sodium,,418.53202,
P-233,13A10,SL-000-1255,A19,SL-000-1255A19,"PD 168,077 maleate",,450.49862,
Q 3251,13A11,SL-000-1255,A21,SL-000-1255A21,Quinacrine dihydrochloride,,472.88999,
P 6777,13B02,SL-000-1255,C03,SL-000-1255C03,Phenelzine sulfate,,234.27578,
P 7505,13B03,SL-000-1255,C05,SL-000-1255C05,Putrescine dihydrochloride,,161.07558,
P 8293,13B04,SL-000-1255,C07,SL-000-1255C07,Protoporphyrin IX disodium,,562.67448,
P 8813,13B05,SL-000-1255,C09,SL-000-1255C09,Protriptyline hydrochloride,,299.84689,
P 9297,13B06,SL-000-1255,C11,SL-000-1255C11,Paromomycin sulfate,,713.71774,
P-101,13B07,SL-000-1255,C13,SL-000-1255C13,2-Phenylaminoadenosine,,358.35966,
B 4311,13B08,SL-000-1255,C15,SL-000-1255C15,BF-170 hydrochloride,,256.73726,
P-178,13B09,SL-000-1255,C17,SL-000-1255C17,PPADS,,599.3097,
S 9692,13B10,SL-000-1255,C19,SL-000-1255C19,SU 6656,,371.46152,
Q 3504,13B11,SL-000-1255,C21,SL-000-1255C21,Quazinone,,235.67485,
P 6902,13C02,SL-000-1255,E03,SL-000-1255E03,Pheniramine maleate,,356.42528,
P 7561,13C03,SL-000-1255,E05,SL-000-1255E05,Phentolamine mesylate,,377.46571,
P 8352,13C04,SL-000-1255,E07,SL-000-1255E07,"1,4-PBIT dihydrobromide",,444.256,
P 8828,13C05,SL-000-1255,E09,SL-000-1255E09,Pergolide methanesulfonate,,410.6017,
P 9375,13C06,SL-000-1255,E11,SL-000-1255E11,"1,10-Phenanthroline monohydrate",,180.21096,
P-102,13C07,SL-000-1255,E13,SL-000-1255E13,R(+)-3PPP hydrochloride,,255.79054,
P-120,13C08,SL-000-1255,E15,SL-000-1255E15,1-Phenylbiguanide,,177.21037,
P-183,13C09,SL-000-1255,E17,SL-000-1255E17,"S(+)-PD 128,907 hydrochloride",,285.7734,
P63204,13C10,SL-000-1255,E19,SL-000-1255E19,Quinolinic acid,,167.1222,
Q-102,13C11,SL-000-1255,E21,SL-000-1255E21,(-)-Quinpirole hydrochloride,,255.79339,
P 6909,13D02,SL-000-1255,G03,SL-000-1255G03,Phosphonoacetic acid,,140.03295,
P 7780,13D03,SL-000-1255,G05,SL-000-1255G05,Propionylpromazine hydrochloride,,376.95205,
P 8386,13D04,SL-000-1255,G07,SL-000-1255G07,Phenylbutazone,,308.38345,
P 8852,13D05,SL-000-1255,G09,SL-000-1255G09,6(5H)-Phenanthridinone,,195.22278,
P 9391,13D06,SL-000-1255,G11,SL-000-1255G11,Procainamide hydrochloride,,271.79279,
P-103,13D07,SL-000-1255,G13,SL-000-1255G13,S(-)-3PPP hydrochloride,,255.79054,
S1323,13D08,SL-000-1255,G15,SL-000-1255G15,SID7969543,,452.46808,
P-203,13D09,SL-000-1255,G17,SL-000-1255G17,Phenamil methanesulfonate,,401.83397,
Q 0125,13D10,SL-000-1255,G19,SL-000-1255G19,Quercetin dihydrate,,302.24275,
Q-107,13D11,SL-000-1255,G21,SL-000-1255G21,"Quipazine, N-methyl-, dimaleate",,459.45985,
P 7083,13E02,SL-000-1255,I03,SL-000-1255I03,(-)-Perillic acid,,166.22188,
P 7791,13E03,SL-000-1255,I05,SL-000-1255I05,Prazosin hydrochloride,,419.87129,
P 8477,13E04,SL-000-1255,I07,SL-000-1255I07,Picotamide,,376.41855,
P 8887,13E05,SL-000-1255,I09,SL-000-1255I09,5alpha-Pregnan-3alpha-ol-20-one,,318.50393,
P 9547,13E06,SL-000-1255,I11,SL-000-1255I11,Prilocaine hydrochloride,,256.77812,
P-105,13E07,SL-000-1255,I13,SL-000-1255I13,(±)-PPHT hydrochloride,,345.91641,
P-126,13E08,SL-000-1255,I15,SL-000-1255I15,Pirenperone,,393.46503,
P-204,13E09,SL-000-1255,I17,SL-000-1255I17,Phenylbenzene-omega-phosphono-alpha-amino acid,,335.29936,
Q 0875,13E10,SL-000-1255,I19,SL-000-1255I19,Quinidine sulfate,,746.9305,
Q-109,13E11,SL-000-1255,I21,SL-000-1255I21,"Quipazine, 6-nitro-, maleate",,374.35621,
P 7136,13F02,SL-000-1255,K03,SL-000-1255K03,Pyrazinecarboxamide,,123.1151,
P 7912,13F03,SL-000-1255,K05,SL-000-1255K05,Phloretin,,274.27583,
P 8511,13F04,SL-000-1255,K07,SL-000-1255K07,Tranylcypromine hydrochloride,,169.65569,
P 8891,13F05,SL-000-1255,K09,SL-000-1255K09,Propantheline bromide,,448.40445,
P 9689,13F06,SL-000-1255,K11,SL-000-1255K11,Propentofylline,,306.36759,
O8014,13F07,SL-000-1255,K13,SL-000-1255K13,Org 27569,,409.96326,
I 0658,13F08,SL-000-1255,K15,SL-000-1255K15,IC 261,,311.34049,
B 5556,13F09,SL-000-1255,K17,SL-000-1255K17,Bay 11-7082,,207.25273,
S 8197,13F10,SL-000-1255,K19,SL-000-1255K19,SMER28,,264.12645,
Q-110,13F11,SL-000-1255,K21,SL-000-1255K21,Quinelorane dihydrochloride,,319.28018,
P 7295,13G02,SL-000-1255,M03,SL-000-1255M03,Primidone,,218.25758,
P 8013,13G03,SL-000-1255,M05,SL-000-1255M05,Pargyline hydrochloride,,195.69393,
P 8688,13G04,SL-000-1255,M07,SL-000-1255M07,(S)-Propranolol hydrochloride,,295.81224,
K 1015,13G05,SL-000-1255,M09,SL-000-1255M09,K114,,393.28359,
Z2777,13G06,SL-000-1255,M11,SL-000-1255M11,Ziprasidone hydrochloride monohydrate,,467.42103,
B9061,13G07,SL-000-1255,M13,SL-000-1255M13,Bicalutamide (CDX),,430.38088,
A 1980,13G08,SL-000-1255,M15,SL-000-1255M15,A3 hydrochloride,,321.22758,
P-215,13G09,SL-000-1255,M17,SL-000-1255M17,"PD 98,059",,267.28691,
Q 1250,13G10,SL-000-1255,M19,SL-000-1255M19,Quinine sulfate,,746.9305,
Q-111,13G11,SL-000-1255,M21,SL-000-1255M21,(±)-Quinpirole dihydrochloride,,292.25436,
P 7340,13H02,SL-000-1255,O03,SL-000-1255O03,(±)-threo-1-Phenyl-2-decanoylamino-3-morpholino-1-propanol hydrochloride,,427.03188,
P 8139,13H03,SL-000-1255,O05,SL-000-1255O05,Phorbol 12-myristate 13-acetate,,616.84292,
P 8765,13H04,SL-000-1255,O07,SL-000-1255O07,Ammonium pyrrolidinedithiocarbamate,,164.29279,
P 9178,13H05,SL-000-1255,O09,SL-000-1255O09,Prochlorperazine dimaleate,,606.09954,
P 9797,13H06,SL-000-1255,O11,SL-000-1255O11,Pyridostigmine bromide,,261.12016,
P-108,13H07,SL-000-1255,O13,SL-000-1255O13,N6-Phenyladenosine,,343.34499,
P-154,13H08,SL-000-1255,O15,SL-000-1255O15,Pinacidil,,245.32988,
P-216,13H09,SL-000-1255,O17,SL-000-1255O17,"(±)-PD 128,907 hydrochloride",,285.7734,
Q 2128,13H10,SL-000-1255,O19,SL-000-1255O19,(+)-Quisqualic acid,,189.12864,
R 0500,13H11,SL-000-1255,O21,SL-000-1255O21,Cortexolone,,346.47085,
R 0758,14A02,SL-000-1255,A04,SL-000-1255A04,Ritodrine hydrochloride,,323.82279,
R 5523,14A03,SL-000-1255,A06,SL-000-1255A06,REV 5901,,335.45005,
R 8900,14A04,SL-000-1255,A08,SL-000-1255A08,Ro 8-4304,,406.88843,
R-108,14A05,SL-000-1255,A10,SL-000-1255A10,Ro 41-0960,,277.21081,
R-140,14A06,SL-000-1255,A12,SL-000-1255A12,Ro 04-6790 dihydrochloride,,381.28626,
S 1441,14A07,SL-000-1255,A14,SL-000-1255A14,ST-148,,612.75105,
S 2501,14A08,SL-000-1255,A16,SL-000-1255A16,Spermidine trihydrochloride,,254.63249,
S7947,14A09,SL-000-1255,A18,SL-000-1255A18,Stattic,,211.19735,
